date,LAT,LON
2021/3/8 22:00,48.43146756,-123.3763232
2021/3/8 23:00,48.43148969,-123.3762586
2021/3/9 0:00,48.43149,-123.37631
2021/3/9 1:00,48.4315,-123.37624
2021/3/9 2:00,48.43145521,-123.3763212
2021/3/9 3:00,48.43147045,-123.3762994
2021/3/9 4:00,48.43146873,-123.3763187
2021/3/9 5:00,48.43148026,-123.3763031
2021/3/9 6:00,48.43147069,-123.37631
2021/3/9 7:00,48.43148087,-123.3763094
2021/3/9 8:00,48.43147955,-123.3763215
2021/3/9 9:00,48.43151558,-123.3762593
2021/3/9 10:00,48.43147485,-123.3763165
2021/3/9 11:00,48.43146852,-123.3763013
2021/3/9 12:00,48.43147955,-123.3763115
2021/3/9 13:00,48.4315831,-123.3762062
2021/3/9 14:00,48.43150015,-123.3762715
2021/3/9 15:00,48.43153038,-123.3762393
2021/3/9 16:00,48.43148028,-123.3763098
2021/3/9 17:00,48.43148771,-123.3763225
2021/3/9 18:00,48.43147932,-123.3763107
2021/3/9 19:00,48.43147,-123.37631
2021/3/9 20:00,48.43148767,-123.3763109
2021/3/9 21:00,48.43148984,-123.3762972
2021/3/9 22:00,48.43147324,-123.3763083
2021/3/9 23:00,48.43147867,-123.3763021
2021/3/10 0:00,48.43146985,-123.3763099
2021/3/10 1:00,48.43147093,-123.3763062
2021/3/10 2:00,48.43148951,-123.376295
2021/3/10 3:00,48.43148024,-123.376302
2021/3/10 4:00,48.43148987,-123.3763191
2021/3/10 5:00,48.43148092,-123.3763003
2021/3/10 6:00,48.43147,-123.37631
2021/3/10 7:00,48.43148,-123.37631
2021/3/10 8:00,48.4314904,-123.3763098
2021/3/10 9:00,48.43147903,-123.3762939
2021/3/10 10:00,48.43154287,-123.3762749
2021/3/10 11:00,48.43147964,-123.3762611
2021/3/10 12:00,48.4314903,-123.3763199
2021/3/10 13:00,48.43147905,-123.3763019
2021/3/10 14:00,48.43146985,-123.3762909
2021/3/10 15:00,48.43146996,-123.37631
2021/3/10 16:00,48.43145114,-123.3763275
2021/3/10 17:00,48.43147034,-123.3763083
2021/3/10 18:00,48.43147153,-123.3763005
2021/3/10 19:00,48.4314716,-123.3762934
2021/3/10 20:00,48.43147036,-123.3763097
2021/3/10 21:00,48.4315262,-123.3762265
2021/3/10 22:00,48.43151571,-123.3762623
2021/3/10 23:00,48.4314999,-123.37624
2021/3/11 0:00,48.4315137,-123.3762361
2021/3/11 1:00,48.43146991,-123.3762906
2021/3/11 2:00,48.42711933,-123.3721195
2021/3/11 3:00,48.33868429,-123.4676603
2021/3/11 4:00,48.29525242,-123.6639873
2021/3/11 5:00,48.32356675,-123.8883263
2021/3/11 6:00,48.36764211,-124.0937669
2021/3/11 7:00,48.42036475,-124.2930082
2021/3/11 8:00,48.47571445,-124.4940922
2021/3/11 9:00,48.52910445,-124.693413
2021/3/11 10:00,48.57125477,-124.853945
2021/3/11 11:00,48.61791288,-125.0287585
2021/3/11 12:00,48.6872749,-125.216618
2021/3/11 13:00,48.79439584,-125.3977838
2021/3/11 14:00,48.90748448,-125.4909975
2021/3/11 15:00,48.95029044,-125.5574043
2021/3/11 16:00,48.95026962,-125.5573787
2021/3/11 17:00,48.95027,-125.5573799
2021/3/11 18:00,48.95027006,-125.5573804
2021/3/11 19:00,48.95027142,-125.5573694
2021/3/11 20:00,48.95027,-125.5573809
2021/3/11 21:00,48.95026994,-125.5573697
2021/3/11 22:00,48.9502611,-125.55733
2021/3/11 23:00,48.95024017,-125.5573273
2021/3/12 0:00,48.95025,-125.55731
2021/3/12 1:00,48.95024896,-125.5572864
2021/3/12 2:00,48.95024614,-125.5572222
2021/3/12 3:00,48.95024166,-125.5571203
2021/3/12 4:00,48.95023563,-125.5569833
2021/3/12 5:00,48.95022818,-125.5568139
2021/3/12 6:00,48.95021943,-125.5566148
2021/3/12 7:00,48.95020948,-125.5563888
2021/3/12 8:00,48.95019847,-125.5561385
2021/3/12 9:00,48.95018652,-125.5558667
